labels,files,cl2
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_393626.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_399881.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_406531.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_413225.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_419820.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_426207.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_432939.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_439644.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_446440.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_453232.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_460160.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_467028.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_473836.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_480582.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_486675.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_492594.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_499150.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_505918.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_512367.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_519185.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_525940.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_532802.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_539626.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_546407.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_552709.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_559617.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_566474.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_573170.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_579932.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_586702.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_593563.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_600378.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_607124.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_613879.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_620757.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_627643.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_633571.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_640454.png,V
V,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_V_233_646728.png,V
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_7105.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_14412.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_21432.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_28451.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_35558.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_42451.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_49552.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_56218.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_63148.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_70277.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_77392.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_84213.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_90793.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_96925.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_103078.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_109131.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_115107.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_121392.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_127260.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_133379.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_139508.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_145456.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_151769.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_156638.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_163759.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_171027.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_178159.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_185144.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_192264.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_199460.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_203914.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_208086.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_213629.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_218584.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_222735.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_229045.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_235994.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_242927.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_249820.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_256731.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_263755.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_268092.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_273338.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_279900.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_285972.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_290871.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_296755.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_303887.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_310402.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_315581.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_322192.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_328957.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_335955.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_342964.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_350126.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_357344.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_364575.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_371694.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_378450.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_385427.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_392388.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_399125.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_406169.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_413254.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_420295.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_427343.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_434396.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_441286.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_448269.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_454996.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_461913.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_468972.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_476133.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_483198.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_490364.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_497560.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_504586.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_511643.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_518766.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_525906.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_532970.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_540026.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_547161.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_553344.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_560440.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_567576.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_574692.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_581362.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_587979.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_594879.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_601051.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_607803.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_614127.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_619466.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_625894.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_632577.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_639493.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_209_646795.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_7609.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_15423.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_23203.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_31089.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_39144.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_46092.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_53924.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_61887.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_70004.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_77985.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_86062.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_93961.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_101827.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_109874.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_117893.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_126006.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_133842.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_141667.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_149653.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_157897.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_165905.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_173956.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_181790.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_189606.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_196256.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_203871.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_209419.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_217380.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_225004.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_229885.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_237916.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_245127.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_251409.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_257793.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_262966.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_269930.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_276018.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_282134.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_289546.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_296705.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_302852.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_309546.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_315673.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_321758.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_327947.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_334707.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_341939.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_348200.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_353631.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_359614.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_364469.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_370225.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_375395.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_380822.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_385975.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_393629.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_401453.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_409141.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_416827.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_424480.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_431605.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_438676.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_445010.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_451355.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_457518.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_462568.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_468482.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_474342.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_479479.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_484831.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_491234.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_497219.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_503958.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_510246.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_517473.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_523397.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_529591.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_535654.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_541048.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_547438.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_553831.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_560313.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_566596.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_572834.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_578481.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_583656.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_589239.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_594940.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_599629.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_605746.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_611502.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_617305.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_622769.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_628872.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_634896.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_640943.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_222_646681.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_2550.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_5341.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_7493.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_10540.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_12747.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_15317.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_17684.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_20167.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_23230.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_26100.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_28337.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_30257.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_32478.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_34556.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_37211.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_39909.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_42577.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_45199.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_47439.png,A
A,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_A_232_49871.png,A
